code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
62414,"Klinefelter's syndrome, XXXXY",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ71.12,"","","","",2,read,275264009,411224015,32
54377,Trisomies of autosomes NEC,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ52.00,"","","","",2,read,270521004,405160017,32
94823,Weaver syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKy0300,"","","","",2,read,63119004,104922018,32
91262,"Klinefelter's syndrome, XXYY",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ73.00,"","","","",2,read,205699007,315463017,32
69381,"Mucopolysaccharidosis, type 1",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375100,"","","","",2,read,75610003,503067012,32
46133,"Trisomy 13, translocation",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ12.00,"","","","",2,read,254268004,378501016,32
61499,"Trisomy 21, translocation",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ02.00,"","","","",2,read,254264002,378495018,32
110729,[X]Cognitive communication disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu05800,"","","","",2,read,716635007,3306999012,32
60913,[X]Mod mental retard with statement no or min impairm behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu71000,"","","","",2,read,61152003,101619019,32
65091,18q- syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33211,"","","","",2,read,270889005,405347016,32
31787,Autosomal deletion - mosaicism,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ37.12,"","","","",2,read,254273005,378507017,32
32924,Discharge from mental handicap psychiatry service,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,ZLE9400,"","","","",2,read,,,
96170,Disorders of glycoprotein metabolism,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C377.00,"","","","",2,read,238045003,356821016,32
100507,Jacobsen syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33400,"","","","",2,read,715438008,3302630014,32
71632,Moron,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,E30..13,"","","","",2,read,86765009,507246016,32
42701,"Trisomy 21, meiotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ00.00,"","","","",2,read,205615000,315346017,32
42886,[X]Unsp mental retard with statement no or min impairm behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7z000,"","","","",2,read,110359009,175156010,32
67234,"Trisomy 18, mosaicism",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ21.00,"","","","",2,read,205624009,315355019,32
71196,[X]Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7y.00,"","","","",2,read,110359009,175156010,32
98617,Angelman syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKyz711,"","","","",2,read,76880004,1234038018,32
65382,"Disorder of glycoprotein metabolism, unspecified",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C31yX00,"","","","",2,read,238045003,356821016,32
72265,Patau's syndrome NOS,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ1z.00,"","","","",2,read,21111006,35482019,32
45512,"Whole chromosome trisomy, mosaicism",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50x00,"","","","",2,read,205657006,315399011,32
59407,[X]Mod retard oth behav impair,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu71y00,"","","","",2,read,61152003,101619019,32
66566,Deletion of short arm of chromosome 4,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ32.00,"","","","",2,read,17122004,1221474011,32
70198,Trisomy 12,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50600,"","","","",2,read,205653005,315395017,32
56547,[X]Oth mental retard sig impairment behav req attent/treatmt,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7y100,"","","","",2,read,110359009,175156010,32
42520,"[X]Other mental retardation, other impairments of behaviour",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7yy00,"","","","",2,read,110359009,175156010,32
62336,Defects in post-translational modif'n of lysosomal enzymes,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C377000,"","","","",2,read,190948002,293609015,32
98941,Deletion of short arm of chromosome 5,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ31.11,"","","","",2,read,70173007,1233229018,32
43565,"Trisomy 13, mosaicism",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ11.00,"","","","",2,read,205620000,315351011,32
65509,Trisomy 9,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50300,"","","","",2,read,205650008,315392019,32
63273,[X]Other mental retardation without mention impairment behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7yz00,"","","","",2,read,110359009,175156010,32
67298,Deletion of long arm of chromosome 13,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33000,"","","","",2,read,205630009,315362011,32
97927,Deletion of short arm of chromosome 18,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33200,"","","","",2,read,270890001,405349018,32
52080,"Disorder of glucosaminoglycan metabolism, unspecified",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375X00,"","","","",2,read,238043005,356812017,32
71815,Major partial trisomy,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ51000,"","","","",2,read,205661000,315404013,32
62762,"Mucopolysaccharidosis, type VI",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375600,"","","","",2,read,69463008,501281010,32
101309,Partial trisomy 21 in Down's syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ02.11,"","","","",2,read,254264002,378494019,32
106563,18p- syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33212,"","","","",2,read,270890001,405348014,32
57806,Deletion of long arm of chromosome 21,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ30.11,"","","","",2,read,254274004,378508010,32
51622,Idiocy,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,E312.11,"","","","",2,read,31216003,3643527010,32
56545,"Klinefelter's syndrome, XXXY",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ71.11,"","","","",2,read,275263003,411223014,32
70439,"Mucopolysaccharidosis, type III",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375300,"","","","",2,read,88393000,1235342019,32
103139,"Mucopolysaccharidosis, type IV",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375400,"","","","",2,read,378007,486815012,32
100174,Partial trisomy syndrome NOS,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ51z00,"","","","",2,read,205660004,315403019,32
65206,"Turner's phenotype, other variant karyotypes",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ63600,"","","","",2,read,38804009,65082016,32
90276,"[X]Profound mental retardation, other impairments of behavr",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu73y00,"","","","",2,read,31216003,52225019,32
50947,[X]Sev mental retard with statement no or min impairm behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu72000,"","","","",2,read,40700009,67882016,32
111120,18q deletion syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33113,"","","","",2,read,270889005,2108161000000114,32
95440,Deletion of long arm of chromosome 18,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ33100,"","","","",2,read,270889005,405346013,32
110740,Early childhood developmental disability unknown aetiology,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,14g0000,"","","","",2,read,954711000000106,2435131000000117,32
67854,"Klinefelter's syndrome,male with more than two X chromosomes",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ71.00,"","","","",2,read,22053006,37000018,32
108623,Lesch - Nyhan syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C372.11,"","","","",2,read,10406007,18114013,32
67927,Lesch-Nyhan syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C372300,"","","","",2,read,10406007,18114013,32
61650,"Mucopolysaccharidosis, type II",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375200,"","","","",2,read,70737009,501652016,32
37591,Trisomy 7,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50100,"","","","",2,read,205648000,315390010,32
64945,"Turner's phenotype, partial X deletion karyotype",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ63612,"","","","",2,read,254280007,378514015,32
84154,[X]Feeble-mindedness,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu70.11,"","","","",2,read,86765009,507246016,32
70008,[X]Oth mental retard with statement no or min impairm behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7y000,"","","","",2,read,110359009,175156010,32
60062,[X]Prfnd mental retardation without mention impairment behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu73z00,"","","","",2,read,31216003,52225019,32
98100,[X]Profound ment retard sig impairmnt behav req attent/treat,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu73100,"","","","",2,read,31216003,52225019,32
66783,[X]Unsp mentl retard sig impairment behav req attent/treatmt,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu7z100,"","","","",2,read,110359009,175156010,32
94910,Congenital malformation syndromes with metabolic disturbance,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKy9.00,"","","","",2,read,205826008,315627014,32
69127,Kinky hair syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKy9211,"","","","",2,read,59178007,498370014,32
104999,Mucopolysaccharidosis NOS,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C375z00,"","","","",2,read,11380006,19694018,32
110833,Trisomy 10,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50400,"","","","",2,read,205651007,315393012,32
100024,Trisomy 22,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50800,"","","","",2,read,205655003,315397013,32
60673,"Ullrich - Feichtiger syndrome, chimaera",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKyz000,"","","","",2,read,21111006,35482019,32
95598,"Whole chromosome monosomy, mosaicism",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ37.00,"","","","",2,read,270520003,405159010,32
101999,[X]Dementia infantalis,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu84311,"","","","",2,read,71961003,119576018,32
110478,[X]Kanner's syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu84014,"","","","",2,read,408856003,2477201014,32
99229,[X]Other lipid storage disorders,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Cyu8900,"","","","",2,read,10741005,18656011,32
105277,[X]Other specified congenital malformations of brain,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Pyu0300,"","","","",2,read,88425004,146609011,32
70102,[X]Profound ment retrd wth statement no or min impairm behav,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Eu73000,"","","","",2,read,31216003,52225019,32
100562,Chromosome replaced with ring or dicentric,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ38.00,"","","","",2,read,268294001,400957013,32
108947,Cockayne's syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PKyz.11,"","","","",2,read,21086008,35440018,32
96787,Congenital iodine deficiency syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C0A..00,"","","","",2,read,75065003,502891013,32
72331,"Congenital iodine-deficiency syndrome, neurological type",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,C0A0.00,"","","","",2,read,,,
99674,Minor partial trisomy,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ51100,"","","","",2,read,205662007,315405014,32
101732,Other specified whole chromosome trisomy syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50y00,"","","","",2,read,270521004,405160017,32
102102,Partial trisomy 13 in Patau's syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ12.11,"","","","",2,read,254268004,378500015,32
107162,Partial trisomy 18 in Edward's syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ22.11,"","","","",2,read,254266000,378497014,32
72139,"Trisomy 13, meiotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ10.00,"","","","",2,read,205619006,315350012,32
103873,"Trisomy 18, meiotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ20.00,"","","","",2,read,205623003,315354015,32
107919,"Trisomy 21, mitotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ01.11,"","","","",2,read,205616004,315347014,32
109223,Trisomy 9 Mosaic Syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50311,"","","","",2,read,74350000,123478012,32
107119,Trisomy of autosomes NEC NOS,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ52z00,"","","","",2,read,270521004,405160017,32
97871,"Turner's phenotype, ring chromosome karyotype",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ63611,"","","","",2,read,254281006,378515019,32
68256,"Whole chromosome monosomy, meiotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ36.00,"","","","",2,read,,,
101982,Whole chromosome trisomy syndrome NOS,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50z00,"","","","",2,read,270521004,405160017,32
107670,"Whole chromosome trisomy, meitotic nondisjunction",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ50w00,"","","","",2,read,254269007,3661470014,32
93133,"Trisomy 18, translocation",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,PJ22.00,"","","","",2,read,254266000,378498016,32
25632,[V]Refugee health examination,AFE12,Refugee/asylum seeker,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV70516,"","","","",3,read,171420007,265622018,1
65503,Exam. of refugee,AFE12,Refugee/asylum seeker,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,69D8.00,"","","","",3,read,171420007,265622018,1
94906,Failed asylum seeker,AFE12,Refugee/asylum seeker,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13Zd.00,"","","","",3,read,728621000000106,1598301000000119,17
44407,Illegal migrant,AFE12,Refugee/asylum seeker,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13D4.00,"","","","",3,read,160702009,250507018,17
9627,Asylum seeker,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13ZN.00,"","","",2,3,read,390790000,1484825013,17
24403,Refugee,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13ZB.00,"","","","",3,read,446654005,2882613019,17
47073,Family reunion immigrant,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,133Q.00,"","","","",3,read,416625007,2549144013,17
2295,Housing problems,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EH.00,"","","",2,3,read,105531004,3304570013,17
7201,Housing unsatifactory,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E..12,"","","","",3,read,105531004,291191016,17
26719,Housing NOS,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13FZ.00,"","","","",3,read,224210002,337193013,17
4436,Inadequate housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E..00,"","","","",3,read,105531004,3319725014,17
31204,Letter written to housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R31.00,"","","","",3,read,807261000000105,2107581000000112,37
19610,"Independent housing, lives alone",AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13FJ.00,"","","","",3,read,135852002,216617011,17
9060,Housing - awaiting action,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R3..11,"","","",2,3,read,275643002,411615019,37
36923,Housing report requested,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9Ec0.00,"","","",2,3,read,310855005,454373014,37
29358,Inappropriate housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EI.00,"","","","",3,read,160721001,250541014,17
21512,[V]Inadequate housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV60100,"","","","",3,read,105531004,3319725014,17
31875,Housing report sent,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9Ec1.00,"","","",2,3,read,310856006,454374015,37
6618,[V]Problems related to housing and economic circumstances,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV4E.00,"","","","",3,read,105531004,169625010,17
30856,Referral to housing department,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,8H7y.00,"","","","",3,read,38921000000104,91151000000111,40
9535,Housing assessment,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZQ42.00,"","","",2,3,read,,,
41099,Awaiting housing/re-housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R3..00,"","","","",3,read,271364002,1225184011,37
10829,Housing problem solved,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R37.00,"","","",2,3,read,185960001,285907015,37
14699,Poor housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E..11,"","","",2,3,read,308899009,452285017,17
29754,"[V]Housing, household and economic circumstances",AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV60.00,"","","",2,3,read,288531000119103,2923648010,32
17302,Housing benefit,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13U3.00,"","","","",3,read,161023002,251078013,17
20767,Housing very unsatisfactory,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EZ.11,"","","",2,3,read,105531004,169625010,17
31442,Rehoused,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13FE.00,"","","","",3,read,160750008,250585011,17
48064,Inadequate housing NOS,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EZ.00,"","","",2,3,read,105531004,169625010,17
25696,Damp housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E4.11,"","","","",3,read,398081001,1786092012,17
30965,Overcrowded in house,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E6.00,"","","",2,3,read,105532006,291210013,17
15809,Poverty,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13K3.00,"","","","",3,read,11403006,19738011,17
20290,"Deprivation of food, unspecified",AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,SN42000,"","","","",3,read,287519002,427056014,32
23459,Lack of heat in house,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E2.00,"","","","",3,read,105535008,291291013,17
31905,[V]Lack of heating,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV60111,"","","","",3,read,105535008,169629016,17
51495,Living in bedsitter,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13FC.00,"","","","",3,read,160746001,250579016,17
52386,Housing lack NOS,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13DZ.00,"","","","",3,read,266935003,397751017,17
63106,Housing report paid,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9Ec2.00,"","","","",3,read,310857002,454375019,37
44540,Lack of space in house,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13E1.00,"","","","",3,read,160706007,250518018,17
41419,[V]Low income,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV4E300,"","","",2,3,read,424860001,2645396011,32
41131,On housing list,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R33.00,"","","","",3,read,185956004,285905011,37
103450,Housing assessment completed,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,389D.00,"","","","",3,read,704045001,3010787011,32
29393,Early admission to school for social reasons,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13Z4A00,"","","","",3,read,161126008,251218010,17
31593,Awaiting housing improvement,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R34.00,"","","","",3,read,185957008,285906012,37
54539,House liable to vandalism,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EE.00,"","","",2,3,read,160716004,250532016,17
52779,[V]Other problems related/housing and economic circumstances,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV4Ey00,"","","","",3,read,243796009,364629017,32
105362,Housing unsatisfactory,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EJ.00,"","","","",3,read,105531004,291191016,17
73121,On urgent housing list,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,9R32.00,"","","","",3,read,185955000,285904010,37
88290,[X]Other problems related to housing & econom circumstances,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZVu4800,"","","","",3,read,161152002,251261013,17
54735,Slum housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,13EC.11,"","","","",3,read,309683008,453151017,17
107863,[V]Extreme poverty,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV4E200,"","","","",3,read,11403006,19735014,17
23954,[V]Poverty NOS,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,ZV60212,"","","","",3,read,11403006,19738011,17
2562,Homeless,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13D..11,"","","",2,3,read,32911000,485356010,17
9367,Housing lack,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13D..00,"","","",2,3,read,266935003,397751017,17
30807,Resident in sheltered accommodation,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13F4000,"","","","",3,read,160729004,250554019,17
26720,Living in lodgings,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13FB.00,"","","","",3,read,160745002,250578012,17
25452,Homeless single person,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13D2.00,"","","",2,3,read,160700001,250503019,17
31951,Living in hostel,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13F9.00,"","","",2,3,read,266939009,397756010,17
67112,Homeless - enhanced services administration,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,9k6..00,"","","","",3,read,166301000000107,1153471000000112,37
28773,[V]Sheltered housing,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,ZV60700,"","","","",3,read,160729004,250554019,17
70848,Living in temporary housing,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13FW.00,"","","",2,3,read,247521000000104,405061000000116,17
34794,Living in sheltered accomodatn,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13F9.11,"","","","",3,read,160729004,250553013,17
32774,Homeless family,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13D1.00,"","","",2,3,read,105526001,169620017,17
11907,Evicted forcibly from house,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13FF200,"","","","",3,read,160753005,250590014,17
31661,[V]Lack of housing,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,ZV60000,"","","","",3,read,398341000000102,895401000000115,32
40048,Housing problems - eviction,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,13FF.00,"","","","",3,read,160751007,250587015,17
